name,cuisine_genre_id,tel,zipcode,pref_id,address1,address2,gmap_url,access,business_hours,regular_holiday,parking_flag,parking_text,credit_card,electronic_money,hp_url,gnavi_url,tabelog_url,demaecan_url,ubereats_url
若狭湾天然活魚料理 大将,2,050-3477-2761,607-8216,26,京都市山科区,勧修寺東出町43 ニュープラザ小野1F,https://goo.gl/maps/1e8nSLAHFKBfP4S36,地下鉄東西線 小野駅 1番出口 徒歩1分,"火・水・金～日
11:00～14:00
（L.O.13:50）

火～日・祝日
17:00～22:00
（L.O.21:30）",月曜日,1,共有8台 （共用）,VISA、MasterCard、JCB、MUFG、UC、DC、NICOS、UFJ,,https://wakasa-taisho.gorp.jp/,https://r.gnavi.co.jp/c086500/,https://tabelog.com/rstLst/?vs=1&sa=&sk=%25E8%258B%25A5%25E7%258B%25AD%25E6%25B9%25BE%25E5%25A4%25A9%25E7%2584%25B6%25E6%25B4%25BB%25E9%25AD%259A,,
浜風屋台 防波亭,2,050-3462-6384,607-8080,26,京都市山科区,竹鼻竹ノ街道町43 1F,https://goo.gl/maps/BYbqubSoJ4cWNh8Z6,"地下鉄東西線 山科駅 徒歩3分
京阪京津線 京阪山科駅 徒歩4分
ＪＲ 山科駅 徒歩4分","月～日
17:00～24:00
（L.O.23:15、ドリンクL.O.23:30）",不定休日あり,0,,,,https://kbv9300.gorp.jp/,https://r.gnavi.co.jp/kbv9300/,,,
伏見,19,050-3477-2718,607-8085,26,京都市山科区,竹鼻堂ノ前町8,,"地下鉄東西線 山科駅 徒歩5分
京阪京津線 京阪山科駅 徒歩8分
ＪＲ 山科駅 徒歩8分
地下鉄東西線 山科駅 バス2分
京阪バス 外環三条停留所 徒歩2分","火～日
17:00～23:30
（L.O.23:00）","月曜日
※祝日の場合は営業、火曜日が休み",1,専用無料8台,VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブ、Discover Card、MUFG、UC、DC、NICOS、UFJ、セゾン、アプラス、銀聯、J-DEBIT,,https://kbu7300.gorp.jp/,https://r.gnavi.co.jp/kbu7300/,https://tabelog.com/kyoto/A2601/A260603/26005125/,,
花たぬき 山科駅前店,5,050-3461-8110,607-8080,26,京都市山科区,竹鼻竹ノ街道町51-1 メゾングランドール1F,https://g.page/hana_yamasinaekimae?share,"ＪＲ 山科駅 徒歩1分
京阪京津線 京阪山科駅 徒歩1分","11:00～23:00
（L.O.22:00、ドリンクL.O.22:30）
テイクアウト営業もやっています。","無
臨時休業あり",0,,VISA、MasterCard、JCB、アメリカン・エキスプレス、銀聯、楽天,,https://k763314.gorp.jp/,https://r.gnavi.co.jp/3vr684wu0000/,https://tabelog.com/kyoto/A2601/A260603/26028647/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E8%8A%B1%E3%81%9F%E3%81%AC%E3%81%8D-%E5%B1%B1%E7%A7%91%E9%A7%85%E5%89%8D%E5%BA%97-hanatanuki-yamasinaekimae/dS1mQ2lySBCj5OXkLphCCQ
焼きしゃぶ・鴨鍋 ありが十。 山科駅前,16,050-3464-5236,607-8080,26,京都市山科区,竹鼻竹ノ街道町65-1,,"ＪＲ 山科駅 徒歩3分
地下鉄東西線 山科駅 徒歩2分","17:00～24:00
（L.O.23:30）","年末年始（2020年12月31日・2021年1月1日）
▼コロナウイルス感染拡大防止のため、下記期間、臨時休業します。
2020年4月5日(日)～6月15日(月)　※休業期間は状況を鑑みて延長する場合もございます。今後もお客様とスタッフの安全を最優先し、適宜対応いたします。",0,,VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブ、MUFG、UC、DC、NICOS、UFJ,PayPay,https://k728403.gorp.jp/,https://r.gnavi.co.jp/k728403/,,,
ちょいと。栞屋,19,050-3467-0490,607-8080,26,京都市山科区,竹鼻竹ノ街道町65,https://goo.gl/maps/G9PaqDkbnxeEyeJk6,"ＪＲ 山科駅 徒歩3分
地下鉄東西線 山科駅 徒歩2分","ディナー　17:00～24:00
（L.O.23:30）","年末年始（2020年12月31日・2021年1月1日）
▼コロナウイルス感染拡大防止のため、下記期間、臨時休業します。
2020年4月5日(日)～6月15日(月)　※休業期間は状況を鑑みて延長する場合もございます。今後もお客様とスタッフの安全を最優先し、適宜対応いたします。",0,,VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブMUFG、UC、DC、NICOS、UFJ、NC,"
PayPay",https://k728404.gorp.jp/,https://r.gnavi.co.jp/k728404/map/,https://tabelog.com/kyoto/A2601/A260603/26007026/,,
山科ホルモン おいで屋,19,075-582-4188,607-8012,26,京都市山科区,安朱桟敷町23 ラクトA棟2F,https://goo.gl/maps/Xq4pvvdUMtHpNXLJ8,ＪＲ 山科駅 徒歩2分,"月～木・日・祝日
17:00～翌1:00

金・土・祝前日
17:00～翌3:00
※全日 17:00～24:00にて営業。※ラストオーダー23時（アルコール含む）",無,0,,VISA、MasterCard、JCBアメリカン・エキスプレス、ダイナースクラブ、MUFG、UC、DC、NICOS、UFJ,"
iD、楽天Edy、楽天ペイ、LINE Pay、WeChat Pay、Alipay、PayPay、Origami Pay、auPay 、メルPay、 NAVER Pay、 J-Coin Pay",https://www.monteroza.co.jp/shop.html?shop=845043,https://r.gnavi.co.jp/ryynn0kp0000/,https://tabelog.com/kyoto/A2601/A260603/26013355/,,
あぶり 渋屋,14,050-3464-5678,607-8080,26,京都市山科区,竹鼻竹ノ街道町45,https://goo.gl/maps/njP219XfRwVYcoGJ8,"ＪＲ 山科駅 徒歩2分
京阪京津線 京阪山科駅 徒歩4分","18:00～24:00
（L.O.23:00、ドリンクL.O.23:00）","不定休日あり
年末年始（2019年12月31日・2020年1月1日）
その他（2020年2月4日）",0,,VISA、MasterCard、JCB、アメリカン・エキスプレス,Suica、ICOCA、iD、PayPay,,https://r.gnavi.co.jp/n698d0uj0000/,https://tabelog.com/kyoto/A2601/A260603/26025407/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E3%81%82%E3%81%B5%E3%82%8A%E6%B8%8B%E5%B1%8B-aburi-shibuya/E9_X9pvoTCumcqDFXWE2tg
餃子の王将 京都東インター店,8,075-582-1966,607-8141,26,京都市山科区,東野北井ノ上町6-17,https://goo.gl/maps/8RjXPkRnKfwkNmSm9,地下鉄東西線 地下鉄東野駅 4番出口 徒歩3分,"月～土
11:00～20:00
（L.O.20:00）
（20：00～深夜0:30はお持帰り限定で営業）

日
11:00～20:00
（L.O.20:00）
（20：00～21:45はお持帰り限定で営業）
※連休最終日は日曜日と同じ営業時間となります。","年中無休
年末年始の営業は異なります",1,50台,VISA、Master、JCB、AMEX、Diners,交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay,https://ka6p520.gorp.jp/,https://r.gnavi.co.jp/ka6p520/,https://tabelog.com/kyoto/A2601/A260603/26006291/,,
"
無添くら寿司 山科店",1,075-584-1120,607-8354,26,京都市山科区,西野小柳町11-2,https://goo.gl/maps/92R3dyh3YMq3oCVt8,地下鉄東西線 東野駅 2番出口 徒歩13分,"
11:00～23:00","
年中無休",1,51台,VISA、Master、JCB、AMEX、Diners,,http://www.kura-corpo.co.jp/,https://r.gnavi.co.jp/kap6963/,https://tabelog.com/kyoto/A2601/A260603/26005348/,,
餃子の王将 椥ノ辻店,8,075-593-8080,607-8162,26,京都市山科区,椥辻草海道町12,https://goo.gl/maps/hWgRdp5Z4TpR7E989,"
地下鉄東西線 椥辻駅 徒歩3分","11:00～20:00
（L.O.20:00）
（20：00～22：00はお持帰り限定で営業）","年中無休
年末年始の営業は異なります",0,,VISA、Master、JCB、AMEX、Diners,交通系電子マネー（Suicaなど）、楽天Edy、nanaco、WAON、iD、QUICPay,https://www.ohsho.co.jp/,https://r.gnavi.co.jp/ka6p521/,https://tabelog.com/kyoto/A2601/A260603/26009055/,,
松屋 山科店,22,075-584-4438,607-8013,26,京都市山科区,安朱中小路町3-2,https://goo.gl/maps/BQLuM7sYD7NKVFrh8,京阪京津線 京阪山科駅 徒歩1分,24時間営業,無,0,,,Suica,https://www.matsuyafoods.co.jp/,https://r.gnavi.co.jp/9jcvyeyy0000/,https://tabelog.com/kyoto/A2601/A260603/26005492/,https://demae-can.com/shop/menu/3037485,https://www.ubereats.com/jp/kyoto/food-delivery/%E6%9D%BE%E5%B1%8B-%E5%B1%B1%E7%A7%91%E5%BA%97-matsuya-yamashina/GKkEeb8KS9-rk0NFnuIGfQ
餃子の王将 山科駅前店,8,075-591-1361,607-8011,26,京都市山科区,安朱南屋敷町27-2,https://goo.gl/maps/TuYqjtQyHwVAASH1A,"ＪＲ 山科駅 徒歩2分
地下鉄東西線 山科駅 徒歩2分
京阪京津線 京阪山科駅 徒歩2分","
日
11:00～20:00
（L.O.20:00）
（20：00～22:00はお持帰り限定で営業）
※連休最終日も同様となります。

月～土
11:00～20:00
（L.O.20:00）
（20：00～23:30はお持帰り限定で営業）","年中無休
年末年始の営業は異なります",0,,不可,,https://www.ohsho.co.jp/,https://r.gnavi.co.jp/ka6q051/,https://tabelog.com/kyoto/A2601/A260603/26019564/,https://demae-can.com/shop/menu/3048304,
松のや 椥辻店,3,075-582-8090,607-8163,26,京都市山科区,椥辻東潰34-2,https://goo.gl/maps/F8Mt3HvqzPow2NYq8,地下鉄東西線 椥辻駅 徒歩1分,"5:00～翌2:00
（L.O.1:30）",無,1,,,交通系電子マネー支払可,https://ka5v084.gorp.jp/,https://r.gnavi.co.jp/16vpef6k0000/,https://tabelog.com/kyoto/A2601/A260603/26027145/,https://demae-can.com/shop/menu/3037223,https://www.ubereats.com/jp/kyoto/food-delivery/%E6%9D%BE%E3%81%AE%E3%82%84-%E6%A4%A5%E8%BE%BB%E5%BA%97-matsunoya-nagitsuji/AXkDdvvJSZqRYyOUJfO_Ow
お好み焼はここやねん 山科駅前店,5,050-3464-8229,607-8441,26,京都市山科区,上野御所ノ内町4-4 ファインリバーやましな1F,https://goo.gl/maps/z4MdV1gYC9wzWqfP6,"ＪＲ東海道本線 山科駅 徒歩1分
京阪京津線 京阪山科駅 徒歩1分
地下鉄東西線 山科駅 徒歩1分","月～日・祝前日・祝日
17:00～23:00
（L.O.22:00）",無,1,5台 （共用）,,,https://www.cocoyanen.jp/,https://r.gnavi.co.jp/k290201/,,,
サイゼリヤ イオンタウン山科椥辻店,20,075-582-5561,607-8162,26,京都市山科区,椥辻草海道町15-1 イオンタウン山科椥辻2F,https://goo.gl/maps/kamPUpPm6sQ5oCgu8,"地下鉄東西線 椥辻駅 徒歩2分
地下鉄東西線 東野駅 徒歩11分",10:00～22:00,無,1,250台,,,https://www.saizeriya.co.jp/,https://r.gnavi.co.jp/eu0bhav10000/,https://tabelog.com/kyoto/A2601/A260603/26033489/,,
焼肉・ホルモン いち,14,075-582-2919,607-8154,26,京都市山科区,東野門口町26-5 MZヴィエラ1F （エリア： 山科 ）,https://goo.gl/maps/DoYoLNRABLU1pJW17,地下鉄東西線 東野駅 5番出口 徒歩1分,"ディナー　17:00～24:00
（L.O.23:00）","不定休日あり
年末年始のみ休み。",1,提携コインパーキング4台 （※2時間以内は無料）,,,,https://r.gnavi.co.jp/sere7zt70000/,,,https://www.ubereats.com/jp/kyoto/food-delivery/%E7%84%BC%E8%82%89%E3%83%BB%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3-%E3%81%84%E3%81%A1-yakiniku%E3%83%BBhorumonn-ichi/11sBU3VaSIeNO4lHFCZaDg
焼鳥 かなざわ,15,075-581-4700,607-8009,26,京都市山科区,安朱北屋敷町12 エスタシオン・デ・山科1F （エリア： 山科 ）,https://g.page/yakitorikana?share,"ＪＲ 山科駅 徒歩2分
地下鉄東西線 山科駅 徒歩1分
京阪京津線 京阪山科駅 徒歩2分","月～水・金～日
17:30～24:00
（L.O.22:30、ドリンクL.O.23:00）
食材の仕入れの状態によっては、お店の閉店時間を早めることがあります。
別館は23:00ラストオーダーです。","木曜日
第3水曜日
※年末年始",0,,VISA、Master、JCB、AMEX、Diners,,,https://r.gnavi.co.jp/532n6ree0000/,https://tabelog.com/kyoto/A2601/A260603/26007919/,,
おこのみやき ひなた,5,075-595-2000,607-8016,26,京都市山科区,安朱中溝町8-9 （エリア： 山科 ）,,,"火～日・祝前日・祝日
ディナー　18:00～24:00
（L.O.24:00、ドリンクL.O.24:00）
ランチやってます！　　11：30〜14：00まで＾＾　　　食材の仕入れ状況、天気等により、閉店時間を早める事があります。23時を過ぎる場合は、お電話いただけると幸いです。",月曜日,0,,,,,https://r.gnavi.co.jp/5xht2dzh0000/,https://tabelog.com/kyoto/A2601/A260603/26025056/,,
お好み焼き・焼きそば 鶴橋風月 山科店,5,075-583-4141,607-8080,26,京都市山科区,竹鼻竹ノ街道町91 ラクトB棟4F （エリア： 山科 ）,https://goo.gl/maps/JZxUnQw8Pq8TPiqK9,"ＪＲ 山科駅 徒歩5分
地下鉄東西線 山科駅 徒歩5分","月～日
ランチ・ディナー　11:00～22:00
（L.O.21:00）","不定休日あり
(テナントに準じる)",0,,,,,https://r.gnavi.co.jp/njbh71dv0000/,,,
たこ焼 あほや 東野店,5,075-582-3327,607-8085,26,京都市山科区,"ＪＲ 山科駅 徒歩8分
地下鉄東西線 東野駅 徒歩7分",https://goo.gl/maps/VNxfYoF4mmFDhCWm7,東野駅から377m,"月～日
ランチ・ディナー　11:00～24:00",不定休日あり,0,,,,,,https://tabelog.com/kyoto/A2601/A260603/26007109/,,
中華料理 アイシャルリターン,8,075-501-3225,607-8495,26,京都市山科区,日の岡鴨土町49-7 （エリア： 山科 ）,https://goo.gl/maps/AzW1ytmD24g43pzh7,地下鉄東西線 御陵駅 4番出口 徒歩2分,"月～水・金～日
ランチ　11:00～14:00
（L.O.13:30）
ディナー　17:00～23:00
（L.O.22:30）",木曜日,1,共有無料2台 （店舗すぐ隣にあります）,不可,, http://ishall-return.com,https://r.gnavi.co.jp/9bmxuwhj0000/,https://tabelog.com/kyoto/A2601/A260603/26006322/,,
天ぷらや 笑人,3,075-595-6570,607-8495,26,京都市山科区,日ノ岡鴨土町43-14 （エリア： 山科 ）,https://goo.gl/maps/YAteVD3VRBgTDx8p6,地下鉄東西線 御陵駅 徒歩3分,"月～土
ディナー　18:00～24:00",日曜日,0,,,,,https://r.gnavi.co.jp/9kprdebu0000/,,,
寿司 西仁,1,075-581-1090,607-8028,26,京都市山科区,四ノ宮岩久保町1-15 （エリア： 山科 ）,https://goo.gl/maps/6wQu7oa5nZTKuoJu9,"京阪京津線 四宮駅 徒歩1分
ＪＲ 山科駅 徒歩10分","月・火・木～日
ランチ　11:00～14:00
（L.O.13:30）
ディナー　17:00～22:00
（L.O.21:30）","水曜日
(盆、正月は営業)",0,,,,,https://r.gnavi.co.jp/ewgegabc0000/,,,
カラオケ居酒屋 てっちゃん,19,075-591-5524,607-8222,26,京都市山科区,勧修寺東堂田町124 （エリア： 山科 ）,,"地下鉄東西線 小野駅 徒歩9分
地下鉄東西線 椥辻駅 徒歩15分
地下鉄東西線 醍醐駅 徒歩22分","月・火・木～日
16:00～翌1:00
（L.O.24:00）",水曜日,0,,,,,https://r.gnavi.co.jp/b9cjngk30000/,,,
河冨久,3,075-502-2990,607-8242,26,京都市山科区,勧修寺柴山15-38 （エリア： 山科 ）,https://goo.gl/maps/3dAtPdVRqP9PB5BU9,"小野駅から1,132m",ディナー　17:00～23:00,不定休日あり,1,専用無料3台,不可,,,https://r.gnavi.co.jp/jxcdy8wx0000/,https://tabelog.com/kyoto/A2601/A260603/26011080/,,
串かつ家 まねき串,15,075-582-2662,607-8162,26,京都市山科区,椥辻草海道町6-7 （エリア： 山科 ）,https://goo.gl/maps/9g1ga9oRMuBZ9gp86,地下鉄東西線 椥辻駅 徒歩1分,"月・水～日
17:00～24:00
（L.O.23:00）","
火曜日",0,,JCB、AMEX、Diners,, https://youtu.be/sJD3hJa8Ino,https://r.gnavi.co.jp/nv8b8t860000/,https://tabelog.com/kyoto/A2601/A260603/26019845/,,
焼肉 のんき,14,075-592-0867,607-8075,26,京都市山科区,音羽野田町27-4 （エリア： 山科 ）,https://goo.gl/maps/hTeq6CihxQHooXsC9,"地下鉄東西線 東野駅 2番出口 徒歩3分
ＪＲ東海道本線 山科駅 徒歩10分
京阪京津線 京阪山科駅 徒歩10分","土・日・祝
ディナー　17:00～22:00
※昼夜共にスープがなくなり次第営業終了

ランチ　11:30～14:30
（L.O.14:00）
※昼夜共にスープがなくなり次第営業終了

月・火・木・金
ディナー　17:00～21:00
※昼夜共にスープがなくなり次第営業終了","水曜日
第2火曜日
ランチタイムは休まず営業（年末年始除く）",1,専用6台 （専用）,VISA、Master、JCB、AMEX,可, http://www.yakiniku-nonki.com/,https://r.gnavi.co.jp/c6edfzhb0000/,https://tabelog.com/kyoto/A2601/A260603/26001038/,https://demae-can.com/shop/menu/3036157,https://www.ubereats.com/jp/kyoto/food-delivery/%E7%84%BC%E8%82%89%E3%81%AE%E3%82%93%E3%81%8D-yakiniku-nonki/K1JHQ_LETBC69gPehEA2sw
海月,19,075-201-1606,607-8411,26,京都市山科区,御陵大津畑町32-5 トゥモ-ル山科1F （エリア： 山科 ）,https://goo.gl/maps/A8DY43kHrc8vjJKf7,"ＪＲ 山科駅 徒歩4分
地下鉄東西線 山科駅 徒歩3分
京阪京津線 京阪山科駅 徒歩3分","火～日
ディナー　17:00～24:00
（L.O.23:30）",月曜日,0,,VISA、Master、JCB、AMEX、Diners,,,https://r.gnavi.co.jp/k61j460a0000/,https://tabelog.com/kyoto/A2601/A260603/26016981/,,
和食さと 山科,20,075-593-0811,607-8414,26,京都市山科区,御陵中内町10-12 （エリア： 山科 ）,https://goo.gl/maps/rPYmorfzH9CZ5EnHA,地下鉄東西線 山科駅 6番出口 徒歩9分,11:00～翌1:00,年中無休,1,専用30台,VISA、Master、JCB、AMEX、Diners,, http://sato-res.com/,https://r.gnavi.co.jp/n185z0sh0000/,https://tabelog.com/kyoto/A2601/A260603/26007488/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E5%92%8C%E9%A3%9F%E3%81%95%E3%81%A8-%E5%B1%B1%E7%A7%91%E5%BA%97-washokusato-yamashina/OZHPeEJJRwa6esVAcfh3yQ
お好み焼・鉄板焼きん太 山科椥辻店,5,075-583-6655,607-8163,26,京都市山科区,椥辻東潰26 （エリア： 山科 ）,https://g.page/kintanagitsuji?share,地下鉄東西線 椥辻駅 徒歩1分,"月～日
ランチ・ディナー　11:00～24:00
（L.O.23:30）",年中無休,0,,,,,https://r.gnavi.co.jp/m95es5470000/,,,
おばさんのお店 ケイ・エム,19,090-5120-2880,607-8426,26,京都市山科区,御陵下御廟野町36-7 （エリア： 山科 ）,,,"木～日
17:30～23:30
（L.O.23:00、ドリンクL.O.23:00）
お持ち帰り、お弁当もご用意できます。",月～水曜日,0,,,,,https://r.gnavi.co.jp/nv4u5a840000/,,,
レストラン シャルボン,10,075-582-9870,607-8075,26,京都市山科区,音羽野田町15-3 ファーストビル1F （エリア： 山科 ）,https://goo.gl/maps/LBwMChNK7yZp7qfo8,地下鉄東西線 東野駅 徒歩2分,"ランチ　11:30～14:30
（L.O.14:30）
ディナー　17:30～21:30
（L.O.21:00）",火曜日,0,,,,,https://r.gnavi.co.jp/3b8ftyeu0000/,https://tabelog.com/kyoto/A2601/A260603/26008519/,,
和食さと 椥辻,20,075-502-4093,607-8163,26,京都市山科区,椥辻東潰24 （エリア： 山科 ）,https://goo.gl/maps/2SK2NPNHDbwiNJoC6,地下鉄東西線 椥辻駅 徒歩5分,11:00～24:00,年中無休,1,専用21台,JCB、AMEX、VISA、Master、Diners,, http://www.sato-restaurant-systems.co.jp/shop/sato/sato_info.html,https://r.gnavi.co.jp/5wwbdarj0000/,https://tabelog.com/kyoto/A2601/A260603/26010455/,,https://www.ubereats.com/jp/kyoto/food-delivery/%E5%92%8C%E9%A3%9F%E3%81%95%E3%81%A8-%E6%A4%A5%E8%BE%BB%E5%BA%97-washokusato-nagitsuji/t9KHtdjQRbKODfATmEChQQ
個室 京串揚げ あぶらや,15,050-3463-7959,611-0021,26,宇治市,宇治壱番33-1,https://goo.gl/maps/R34bjvoPsdJXCe2G9,"ＪＲ奈良線 宇治駅 徒歩5分
京阪宇治線 宇治駅 徒歩15分","17:00～22:00
（L.O.21:00）","火曜日
火曜日定休日と不定休で連休がございます。",1,専用3台 （近隣にコインパーキングがございます）,VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブ、Discover Card、MUFG、UC、楽天,Suica、PASMO、ICOCA、SUGOCA、はやかけん、TOICA、Kitaca、iD、楽天ペイ、QUICPay、＋LINE Pay、WAON、nanaco、WeChat Pay、Alipay、Apple Pay、PayPay、Origami Pay,https://aburaya.gorp.jp/,https://r.gnavi.co.jp/kam8701/,,,
六地蔵 TSUNAGU ツナグ,19,050-3464-6564,610-0001,26,宇治市,六地蔵奈良町39-17,https://goo.gl/maps/WQKTjzAVExkqtxMQ8,"ＪＲ奈良線 六地蔵駅 徒歩2分
京都市営地下鉄東西線 六地蔵駅 徒歩3分
京阪宇治線 六地蔵駅 徒歩7分","月～金
ランチ　11:30～14:30
（L.O.14:30）

月～日
居酒屋タイム　17:00～24:00
（L.O.24:00、ドリンクL.O.24:30）",無,0,,VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブ、MUFG、UC、DC、UFJ,"
PayPay",https://tsunagurokujizou.gorp.jp/,https://r.gnavi.co.jp/c820500/map/,,,
インド・ネパール料理 ニューアンナプルナ,7,050-3477-7866,611-0031,26,宇治市,広野町西裏101-2,https://goo.gl/maps/UGLM5gknSUSUjjXs7,"ＪＲ奈良線 新田駅 徒歩3分
近鉄京都線 大久保駅 徒歩3分","月～日・祝前日・祝日
11:00～15:00
（L.O.14:30、ドリンクL.O.14:30）
17:00～23:00
（L.O.22:30、ドリンクL.O.22:30）","第1火曜日
年末年始は12月31日ディナー、1月1日、2日はお休みさせて頂きます。",0,,,,https://annapurna-uji.owst.jp/,https://r.gnavi.co.jp/d8ee97t10000/,https://tabelog.com/kyoto/A2607/A260701/26029098/,,
時代屋 大久保店,15,050-3461-1868,611-0033,26,宇治市,大久保町北ノ山101-7,https://goo.gl/maps/gLS5ZgXrGkH6XUpy5,近鉄京都線 大久保駅 徒歩3分,"ディナー　15:00～23:00
（L.O.22:00、ドリンクL.O.22:30）",年中無休,0,,JCB、AMEX、VISA、Master,,http://www.jidaiya-kyoto.net/,https://r.gnavi.co.jp/1wmtah3e0000/,https://tabelog.com/kyoto/A2607/A260701/26009079/,,
魚民 宇治南口駅前店,19,0774-22-4088,611-0021,26,宇治市,宇治字文字27-2 クレセント宇治1F,https://goo.gl/maps/FHs71QxTRDm66Vag8,ＪＲ奈良線 宇治駅 南口 徒歩3分,"月～木・日・祝日
17:00～翌1:00

金・土・祝前日
17:00～翌3:00
※月～土は12:00～24:00、日・祝・祝前は17:00～24:00にて営業。※ラストオーダー23時（アルコール含む）",無,1,詳細は店舗までお問い合わせください,VISA、Master、JCB、AMEX、Diners,楽天Edy、iD,https://www.monteroza.co.jp/shop.html?shop=802557,https://r.gnavi.co.jp/ka4a880/,https://tabelog.com/kyoto/A2607/A260701/26016920/,,
魚民 近鉄大久保駅前店（26）,19,0774-41-6188,611-0031,26,宇治市,広野町西裏1-16 サンマルシェ大久保1F,https://goo.gl/maps/MPXKpRa8o9rB5bc8A,"
近鉄京都線 大久保駅 徒歩2分","月～木・日・祝日
17:00～翌1:00

金・土・祝前日
17:00～翌5:00
※全日 17:00～24:00にて営業。※ラストオーダー23時（アルコール含む）",無,0,,"
VISA、MasterCard、JCB、アメリカン・エキスプレス、ダイナースクラブ、MUFG、UC、DC、NICOS、UFJ","
iD、楽天Edy、楽天ペイ、LINE Pay、WeChat Pay、Alipay、PayPay、Origami Pay、auPay、 メルPay、 NAVER Pay、 J-Coin Pay",https://www.monteroza.co.jp/shop.html?shop=802985,https://r.gnavi.co.jp/p56an2zh0000/,,,
中国料理 游鈴,8,050-3490-7175,611-0002,26,宇治市,木幡西中31-7 ハイクラスマンション1F,https://goo.gl/maps/th2c6YcwA6dYJWdx7,"ＪＲ奈良線 木幡駅 徒歩9分
京阪宇治線 木幡駅 徒歩3分","月・水～日・祝前日・祝日
ランチ　11:30～13:30
（L.O.13:30）
食材の仕入れ状況により、閉店時間を早める場合があります。
ディナー　17:30～20:00
（L.O.19:00、ドリンクL.O.19:00）
※ディナーの営業は完全予約制となります。前日までにご予約下さいますようよろしくお願いいたします。","火曜日
不定休有",1,専用2台,不可,楽天ペイPayPay,,https://r.gnavi.co.jp/c483600/,https://tabelog.com/kyoto/A2607/A260701/26004310/,,
炉端屋 饗 太助,19,050-3476-6179,611-0033,26,宇治市,大久保町北ノ山101-11,https://goo.gl/maps/iM1ULk222EPBxg9E7,"近鉄京都線 大久保駅 徒歩3分
ＪＲ奈良線 新田駅 徒歩8分","火～木
ディナー　17:00～23:30
月曜日が祝日の場合、翌日の火曜日が定休日になります。

日・祝日
ディナー　15:00～23:30

金
ディナー　17:00～24:30
月曜日が祝日の場合、火曜日が振替でお休みさせて頂きます

土
ディナー　15:00～24:30","月曜日
※月曜日が祝日の場合翌日火曜日が定休日になります。",0,,VISA、MasterCard、アメリカン・エキスプレス、ダイナースクラブ、Discover Card、銀聯,PayPay,https://www.instagram.com/omotenashi_tasuke/,https://r.gnavi.co.jp/d93kvfx30000/,https://tabelog.com/kyoto/A2607/A260701/26033144/,,
市番,14,075-631-4701,613-0023,26,久世郡,久御山町野村村東65-1,https://goo.gl/maps/xuAzf533mNQw75At7,"近鉄京都線 小倉駅 車8分
近鉄京都線 大久保駅 バス8分
京阪バス 野村口停留所 徒歩5分","火～土
昼の部　11:00～14:00
（L.O.14:00、ドリンクL.O.14:00）
※1・2・3F

火～日
夜の部　17:00～21:30
※1Ｆ
夜の部　14:00～23:00
（L.O.22:00、ドリンクL.O.22:00）
※2・3Ｆ",月曜日,1,専用40台,,,https://kad0800.gorp.jp/,https://r.gnavi.co.jp/kad0800/,,,
和風ダイニング ちょうじ,19,050-3312-9372,611-0021,26,宇治市,宇治宇文字2-31,https://g.page/wafu-choji?share,"ＪＲ奈良線 宇治駅 徒歩3分
京阪宇治線 宇治駅 徒歩12分","ディナー　17:30～21:30
（L.O.21:00、ドリンクL.O.21:00）
ランチ　11:30～14:30
1日1組限定4名～10名様程度。ご予約様のみ営業いたします。","水曜日
第1木曜日",0,,VISA、Master、JCB、AMEX、Diners,交通系電子マネー（Suicaなど）、iD、QUICPay,https://chouji.gorp.jp/,https://r.gnavi.co.jp/11ekxcnu0000/,https://tabelog.com/kyoto/A2607/A260701/26025773/,,
宇治ホルモン おいで屋,14,0774-22-4188,611-0021,26,宇治市,宇治宇文字27-2 クレセント宇治1F,https://goo.gl/maps/CbgHn5zhhmHXQKra8,"ＪＲ奈良線 宇治駅 徒歩5分
","17:00～24:00
※月～土曜は12:00～24:00、日曜・祝日・祝前日は17:00～24:00にて営業。（アルコール含むL.O.23:00）",無,1,詳細は店舗までお問い合わせください,VISA、Master、JCB、AMEX、Diners,楽天Edy、iD,https://www.monteroza.co.jp/shop.html?shop=845152,https://r.gnavi.co.jp/egwdr9nd0000/,https://tabelog.com/kyoto/A2607/A260701/26014855/,,
きん太 近鉄大久保店,5,050-3469-2449,611-0031,26,宇治市,広野町西裏87,https://goo.gl/maps/jTrwikxNYLt1vsV39,"近鉄京都線 大久保駅 徒歩1分
ＪＲ奈良線 新田駅 徒歩3分","月～日
ランチ　11:00～15:00
ディナー　15:00～24:00
（L.O.23:30）",年中無休,1,専用無料50台,JCB、AMEX、Diners,,https://kinta.co.jp/,https://r.gnavi.co.jp/md1sxmbt0000/,https://tabelog.com/kyoto/A2607/A260701/26028684/,,
